exam_id,lineage_uid,lineage_confidence,course_family_id,course_uid,course_version,is_current,program,education_level,course_code,course_name_sv,module_code_if_stated,module_name_if_stated,credits_hp_if_stated,exam_order,examination_text_exact,examination_category,individual_or_group,written_or_oral_or_practical_or_clinical,mandatory_or_optional,grading_scale_if_stated,related_learning_outcomes_if_stated,source_file,confidence,notes
OMG515_v01_EXAM_002,OMG515_EXAM_002,baseline,OMG515,OMG515_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG515,Vård och omvårdnad vid ohälsa och sjukdom I,missing,missing,missing,2,"klinisk färdighetsträning, individuell.",practical_skills_assessment,individual,clinical/practical,unclear,missing,missing,Kurs3_kusk_OMG515.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG515_v01_EXAM_003,OMG515_EXAM_003,baseline,OMG515,OMG515_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG515,Vård och omvårdnad vid ohälsa och sjukdom I,0010,"Tentamen, individuell (lärandemål 1-3)  6",50,3,"Tentamen, individuell (lärandemål 1-3)  6",written_exam,individual,written,mandatory_if_course_completion,missing,1-3,Kurs3_kusk_OMG515.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG515_v01_EXAM_004,OMG515_EXAM_004,baseline,OMG515,OMG515_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG515,Vård och omvårdnad vid ohälsa och sjukdom I,0030,"Klinisk färdighetsträning, individuell (lärandermål 5) —",0.5,4,"Klinisk färdighetsträning, individuell (lärandermål 5) —",practical_skills_assessment,individual,clinical/practical,mandatory_if_course_completion,UG,5,Kurs3_kusk_OMG515.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG517_v01_EXAM_001,OMG517_EXAM_001,baseline,OMG517,OMG517_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG517,Klinisk utbildning inom primärvård och psykiatri,missing,missing,missing,1,"Seminarium, individuell bedömning.",seminar,individual,not_stated,unclear,missing,missing,Kurs4_kusk_OMG517.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG517_v01_EXAM_002,OMG517_EXAM_002,baseline,OMG517,OMG517_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG517,Klinisk utbildning inom primärvård och psykiatri,0010,"Seminarium, individuell bedömning (lärandemål 1)",missing,2,"Seminarium, individuell bedömning (lärandemål 1)",seminar,individual,not_stated,mandatory_if_course_completion,missing,1,Kurs4_kusk_OMG517.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG516_v01_EXAM_001,OMG516_EXAM_001,baseline,OMG516,OMG516_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG516,"Etik, kommunikation samt klinisk färdighetsträning",missing,missing,missing,1,"Seminarium, individuell bedömning",seminar,individual,not_stated,unclear,missing,missing,Kurs5_kusk_OMG516.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG516_v01_EXAM_002,OMG516_EXAM_002,baseline,OMG516,OMG516_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG516,"Etik, kommunikation samt klinisk färdighetsträning",missing,missing,missing,2,"klinisk färdighetsträning, individuell.

bese dodung soocsievylaousiearas OM GS Sva bom 2023-01-16

--- OCR page 3 ---",practical_skills_assessment,individual,clinical/practical,unclear,missing,missing,Kurs5_kusk_OMG516.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG516_v01_EXAM_003,OMG516_EXAM_003,baseline,OMG516,OMG516_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG516,"Etik, kommunikation samt klinisk färdighetsträning",0010,"Seminarium, individuell bedömning (lärandemål 1) —",1.0,3,"Seminarium, individuell bedömning (lärandemål 1) —",seminar,individual,not_stated,mandatory_if_course_completion,UG,1,Kurs5_kusk_OMG516.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG516_v01_EXAM_004,OMG516_EXAM_004,baseline,OMG516,OMG516_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG516,"Etik, kommunikation samt klinisk färdighetsträning",0020,"Seminarium, individuell bedömning (lärandemäl 2) —",0.5,4,"Seminarium, individuell bedömning (lärandemäl 2) —",seminar,individual,not_stated,mandatory_if_course_completion,UG,missing,Kurs5_kusk_OMG516.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG516_v01_EXAM_005,OMG516_EXAM_005,baseline,OMG516,OMG516_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG516,"Etik, kommunikation samt klinisk färdighetsträning",0070,"Klinisk färdighetsträning, individuell (lärandemål 8) —",0.5,5,"Klinisk färdighetsträning, individuell (lärandemål 8) —",practical_skills_assessment,individual,clinical/practical,mandatory_if_course_completion,UG,8,Kurs5_kusk_OMG516.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG519_v01_EXAM_001,OMG519_EXAM_001,baseline,OMG519,OMG519_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG519,Vård och omvårdnad vid ohälsa och sjukdom II,missing,missing,missing,1,"Tentamen, individuell",written_exam,individual,written,unclear,missing,missing,Kurs6_kusk_OMG519.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG519_v01_EXAM_002,OMG519_EXAM_002,baseline,OMG519,OMG519_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG519,Vård och omvårdnad vid ohälsa och sjukdom II,missing,missing,missing,2,"klinisk färdighetsträning, individuell.",practical_skills_assessment,individual,clinical/practical,unclear,missing,missing,Kurs6_kusk_OMG519.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG519_v01_EXAM_003,OMG519_EXAM_003,baseline,OMG519,OMG519_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG519,Vård och omvårdnad vid ohälsa och sjukdom II,0010,"Tentamen, individuell (lärandemål 1,2)",45,3,"Tentamen, individuell (lärandemål 1,2)",written_exam,individual,written,mandatory_if_course_completion,EC,"1,2",Kurs6_kusk_OMG519.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG519_v01_EXAM_004,OMG519_EXAM_004,baseline,OMG519,OMG519_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG519,Vård och omvårdnad vid ohälsa och sjukdom II,0030,"Klinisk färdighetsträning, individuell (lärandermål 4) —",0.5,4,"Klinisk färdighetsträning, individuell (lärandermål 4) —",practical_skills_assessment,individual,clinical/practical,mandatory_if_course_completion,UG,4,Kurs6_kusk_OMG519.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG518_v01_EXAM_001,OMG518_EXAM_001,baseline,OMG518,OMG518_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG518,Klinisk utbildning inom kommunal vård och omsorg,missing,missing,missing,1,"Individuell dokumenterad bedömning av VFU (verksamhetsförlagd
utbildning) enligt fastställda kriterier och lärandemål med muntlig
dokumenterad genomgång",vfu_assessment,individual,oral+vfu,mandatory_if_course_completion,missing,missing,Kurs7_kusk_OMG518.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG518_v01_EXAM_002,OMG518_EXAM_002,baseline,OMG518,OMG518_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG518,Klinisk utbildning inom kommunal vård och omsorg,missing,missing,missing,2,"seminarium, individuell bedömning",seminar,individual,not_stated,unclear,missing,missing,Kurs7_kusk_OMG518.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG518_v01_EXAM_003,OMG518_EXAM_003,baseline,OMG518,OMG518_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG518,Klinisk utbildning inom kommunal vård och omsorg,missing,missing,missing,3,"tentamen,

individuell",written_exam,individual,written,unclear,missing,missing,Kurs7_kusk_OMG518.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG518_v01_EXAM_004,OMG518_EXAM_004,baseline,OMG518,OMG518_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG518,Klinisk utbildning inom kommunal vård och omsorg,0010,fastotällda kriterier och Urandemål med muntlig — fi,missing,4,fastotällda kriterier och Urandemål med muntlig — fi,unclear,not_stated,oral,mandatory_if_course_completion,UG,missing,Kurs7_kusk_OMG518.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG518_v01_EXAM_005,OMG518_EXAM_005,baseline,OMG518,OMG518_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG518,Klinisk utbildning inom kommunal vård och omsorg,0030,"Tentamen, individuell (årandemål 8) 2 ve",missing,5,"Tentamen, individuell (årandemål 8) 2 ve",written_exam,individual,written,mandatory_if_course_completion,missing,8,Kurs7_kusk_OMG518.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_001,OMG520_EXAM_001,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,missing,missing,missing,1,"Seminarium, individuell bedömning
individuell bedömning",seminar,individual,not_stated,unclear,missing,missing,Kurs8_kusk_OMG520.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_002,OMG520_EXAM_002,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,missing,missing,missing,2,"klinisk färd

muntlig presentation av gruppuppgift,
lghetsträning, Individuell",oral_group,group,oral+clinical/practical,unclear,missing,missing,Kurs8_kusk_OMG520.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_003,OMG520_EXAM_003,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,missing,missing,missing,3,"klinisk

examination, individuell",other,individual,clinical/practical,unclear,missing,missing,Kurs8_kusk_OMG520.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_004,OMG520_EXAM_004,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,missing,missing,missing,4,"individuell dokumenterad bedömning av VFU

(verksamhetsförlaga ut

ildning) enligt fastställda kr

ier och lärandemål

med muntlig dokumenterad genomgång",vfu_assessment,individual,oral+vfu,mandatory_if_course_completion,missing,missing,Kurs8_kusk_OMG520.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_005,OMG520_EXAM_005,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,missing,missing,missing,5,"tentamen, individuell.",written_exam,individual,written,unclear,missing,missing,Kurs8_kusk_OMG520.pdf,medium,examination paragraph; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_006,OMG520_EXAM_006,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,0010,"Seminarium, individuell bedömning (irandemål) 25 uG",missing,6,"Seminarium, individuell bedömning (irandemål) 25 uG",seminar,individual,not_stated,mandatory_if_course_completion,missing,missing,Kurs8_kusk_OMG520.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_007,OMG520_EXAM_007,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,9020,bedömning (lärandernål 2) hp VG6,missing,7,bedömning (lärandernål 2) hp VG6,other,not_stated,not_stated,mandatory_if_course_completion,missing,missing,Kurs8_kusk_OMG520.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_008,OMG520_EXAM_008,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,0030,"Sorinarlum, individuell bedömning (ärandemåt I) — 19 ua",missing,8,"Sorinarlum, individuell bedömning (ärandemåt I) — 19 ua",other,individual,not_stated,mandatory_if_course_completion,missing,missing,Kurs8_kusk_OMG520.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_009,OMG520_EXAM_009,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,0060,"Seminarium, individuell bedömning (lärandemål 17)",missing,9,"Seminarium, individuell bedömning (lärandemål 17)",seminar,individual,not_stated,mandatory_if_course_completion,missing,17,Kurs8_kusk_OMG520.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_010,OMG520_EXAM_010,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,0070,"Seminarium, individuell bedömning (lärandemål 18)",missing,10,"Seminarium, individuell bedömning (lärandemål 18)",seminar,individual,not_stated,mandatory_if_course_completion,missing,18,Kurs8_kusk_OMG520.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_011,OMG520_EXAM_011,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,0080,"Seminarium, individuell bedömning (lärandemål 19)",missing,11,"Seminarium, individuell bedömning (lärandemål 19)",seminar,individual,not_stated,mandatory_if_course_completion,missing,19,Kurs8_kusk_OMG520.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_012,OMG520_EXAM_012,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,0090,"Klinisk examination, individuell (lärandemål 20)",missing,12,"Klinisk examination, individuell (lärandemål 20)",clinical_examination,individual,clinical/practical,mandatory_if_course_completion,missing,20,Kurs8_kusk_OMG520.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
OMG520_v01_EXAM_013,OMG520_EXAM_013,baseline,OMG520,OMG520_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,OMG520,Klinisk utbildning med fokus på komplexa omvårdnadsbehov,0100,"Tentamen, individuell (lärandemål 21)",missing,13,"Tentamen, individuell (lärandemål 21)",written_exam,individual,written,mandatory_if_course_completion,missing,21,Kurs8_kusk_OMG520.pdf,medium,module-derived examination; extraction_method=ocr_swe_70dpi_cached
MVG201_v01_EXAM_001,MVG201_EXAM_001,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,missing,missing,missing,1,"Klinisk färdighetsträning, individuell",practical_skills_assessment,individual,clinical/practical,unclear,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,examination paragraph; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_002,MVG201_EXAM_002,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,missing,missing,missing,2,"seminarium, individuell bedömning",seminar,individual,not_stated,unclear,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,examination paragraph; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_003,MVG201_EXAM_003,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,missing,missing,missing,3,"muntlig gruppresentation av uppgift, individuell bedömning",oral_group,group_with_individual_assessment,oral,unclear,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,examination paragraph; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_004,MVG201_EXAM_004,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,missing,missing,missing,4,"tentamen,
individuell",written_exam,individual,written,unclear,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,examination paragraph; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_005,MVG201_EXAM_005,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,missing,missing,missing,5,"skriftlig examination, grupp med individuell bedömning",written_group,group_with_individual_assessment,written,unclear,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,examination paragraph; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_006,MVG201_EXAM_006,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,missing,missing,missing,6,"laboration, individuell",practical_skills_assessment,individual,clinical/practical,unclear,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,examination paragraph; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_007,MVG201_EXAM_007,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,missing,missing,missing,7,"klinisk examination, individuell",clinical_examination,individual,clinical/practical,unclear,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,examination paragraph; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_008,MVG201_EXAM_008,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,missing,missing,missing,8,"skriftlig
examination, individuell.
För examination av lärandemål 20-22 krävs närvaro under den
verksamhetsförlagda utbildningen (VFU) i den utsträckning som anges i
studiehandledningen.
Som en del av kursens examinationer krävs aktivt deltagande i
obligatoriska undervisningsaktiviteter i kursen. Med aktivt deltagande
menas att studenten bidrar med arbete, inspel och/eller egna
reflektioner med relevans för uppgiften. De obligatoriska
undervisningsaktiviteterna är relaterade till lärandemål 7, 8, 10, 14 samt
17 och beskrivs i studiehandledningen. Samtliga examinationer och
obligatoriska undervisningsaktiviteter ska vara godkända respektive
genomförda för att kursen som helhet ska betraktas som godkänd.",vfu_assessment,individual,written+vfu,mandatory_if_course_completion,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,examination paragraph; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_009,MVG201_EXAM_009,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0001,"Klinisk färdighetsträning, individuell samt seminarium,",missing,9,"Klinisk färdighetsträning, individuell samt seminarium,",practical_skills_assessment,individual,clinical/practical,mandatory_if_course_completion,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_010,MVG201_EXAM_010,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0002,"Muntlig gruppresentation av uppgift, individuell",missing,10,"Muntlig gruppresentation av uppgift, individuell",oral_group,group,oral,mandatory_if_course_completion,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_011,MVG201_EXAM_011,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0003,"Muntlig gruppresentation av uppgift, individuell",missing,11,"Muntlig gruppresentation av uppgift, individuell",oral_group,group,oral,mandatory_if_course_completion,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_012,MVG201_EXAM_012,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0004,"Muntlig gruppresentation av uppgift, individuell",missing,12,"Muntlig gruppresentation av uppgift, individuell",oral_group,group,oral,mandatory_if_course_completion,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_013,MVG201_EXAM_013,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0005,"Tentamen, individuell (mål 6)",missing,13,"Tentamen, individuell (mål 6)",written_exam,individual,written,mandatory_if_course_completion,missing,6,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_014,MVG201_EXAM_014,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0006,"Muntlig gruppresentation av uppgift, individuell",missing,14,"Muntlig gruppresentation av uppgift, individuell",oral_group,group,oral,mandatory_if_course_completion,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_015,MVG201_EXAM_015,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0007,"Tentamen, individuell (mål 8)",missing,15,"Tentamen, individuell (mål 8)",written_exam,individual,written,mandatory_if_course_completion,missing,8,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_016,MVG201_EXAM_016,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0008,"Skriftlig examination, grupp med individuell",missing,16,"Skriftlig examination, grupp med individuell",written_group,group,written,mandatory_if_course_completion,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_017,MVG201_EXAM_017,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0009,"Muntlig gruppresentation av uppgift, individuell",missing,17,"Muntlig gruppresentation av uppgift, individuell",oral_group,group,oral,mandatory_if_course_completion,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_018,MVG201_EXAM_018,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0010,"Skriftlig examination, grupp med individuell",missing,18,"Skriftlig examination, grupp med individuell",written_group,group,written,mandatory_if_course_completion,missing,missing,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_019,MVG201_EXAM_019,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0011,"Klinisk färdighetsträning, individuell (mål 13, 14)",missing,19,"Klinisk färdighetsträning, individuell (mål 13, 14)",practical_skills_assessment,individual,clinical/practical,mandatory_if_course_completion,missing,"13, 14",Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_020,MVG201_EXAM_020,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0012,"Laboration, individuell (mål 15)",missing,20,"Laboration, individuell (mål 15)",practical_skills_assessment,individual,clinical/practical,mandatory_if_course_completion,missing,15,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_021,MVG201_EXAM_021,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0013,"Klinisk examination, individuell (mål 16)",missing,21,"Klinisk examination, individuell (mål 16)",clinical_examination,individual,clinical/practical,mandatory_if_course_completion,missing,16,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
MVG201_v01_EXAM_022,MVG201_EXAM_022,baseline,MVG201,MVG201_v01,1,yes,Sjuksköterskeprogrammet,Grundnivå,MVG201,Introduktion till omvårdnad som arbetsområde och vetenskap samt fysiologi och anatomi del I,0014,"Tentamen, individuell (mål 17)",missing,22,"Tentamen, individuell (mål 17)",written_exam,individual,written,mandatory_if_course_completion,missing,17,Kurs1_sskgrund_MVG201.pdf,high,module-derived examination; extraction_method=pdf_text_extraction_cached
